\tB\Charge
0.000000000000000000e+00	-1.701474303672512178e-07
1.570796370506286621e-01	-2.498350851237773895e-02
3.141592741012573242e-01	-4.961190745234489441e-02
4.712389409542083740e-01	-7.472331076860427856e-02
6.283185482025146484e-01	-9.657682478427886963e-02
7.853981852531433105e-01	-1.113717406988143921e-01
9.424778819084167480e-01	-1.082793623208999634e-01
1.099557399749755859e+00	-8.320648223161697388e-02
1.256637096405029297e+00	-3.694520890712738037e-02
1.413716793060302734e+00	-1.137919258326292038e-02
1.570796370506286621e+00	3.320446470752358437e-03
