ky\tepsilon\tsigmax\tsigmay\tsigmaz
-1.0000000000e-01	2.0800924502e+00	2.2939542558e-03	-9.9999736768e-01	4.9046231197e-05
-1.0000000000e-01	4.2030928570e+00	-2.2939542558e-03	9.9999736768e-01	-4.9046231360e-05
-7.7777777778e-02	2.2996358116e+00	-2.8756705738e-03	9.9999586407e-01	-6.1037582277e-05
-7.7777777778e-02	3.9835494956e+00	2.8756705738e-03	-9.9999586407e-01	6.1037582250e-05
-5.5555555556e-02	2.5305704676e+00	3.9466020835e-03	-9.9999221098e-01	8.3297487996e-05
-5.5555555556e-02	3.7526148396e+00	-3.9466020835e-03	9.9999221098e-01	-8.3297487963e-05
-3.3333333333e-02	2.7702873542e+00	-6.4780739342e-03	9.9997901592e-01	-1.3620160702e-04
-3.3333333333e-02	3.5128979529e+00	6.4780739341e-03	-9.9997901592e-01	1.3620160703e-04
-1.1111111111e-02	3.0155589342e+00	1.9061761101e-02	-9.9981830699e-01	3.9998927371e-04
-1.1111111111e-02	3.2676263730e+00	-1.9061761101e-02	9.9981830699e-01	-3.9998927373e-04
1.1111111111e-02	3.2628218616e+00	-1.9817580594e-02	-9.9980361133e-01	-4.1584209085e-04
1.1111111111e-02	3.0203634456e+00	1.9817580594e-02	9.9980361133e-01	4.1584209088e-04
3.3333333333e-02	3.5081616403e+00	-6.5621403444e-03	-9.9997846778e-01	-1.3796203283e-04
3.3333333333e-02	2.7750236669e+00	6.5621403444e-03	9.9997846778e-01	1.3796203286e-04
5.5555555556e-02	3.7480119187e+00	-3.9769246875e-03	-9.9999209085e-01	-8.3930482784e-05
5.5555555556e-02	2.5351733885e+00	3.9769246875e-03	9.9999209085e-01	8.3930482788e-05
7.7777777778e-02	3.9791361537e+00	-2.8911943298e-03	-9.9999581931e-01	-6.1360179923e-05
7.7777777778e-02	2.3040491534e+00	2.8911943298e-03	9.9999581931e-01	6.1360179936e-05
1.0000000000e-01	4.1989145424e+00	-2.3033982956e-03	-9.9999734597e-01	-4.9241379284e-05
1.0000000000e-01	2.0842707648e+00	2.3033982956e-03	9.9999734597e-01	4.9241379286e-05
